8e
O	0.168964	-3.416607	-2.079708
C	0.117389	-2.367728	-1.440952
C	-1.205802	-1.777139	-1.0833
C	-1.417637	-0.401538	-0.906312
C	-2.684994	0.098512	-0.632235
C	-3.783314	-0.77044	-0.531611
N	-5.071209	-0.26939	-0.249371
C	-5.47585	0.994084	-0.751711
C	-5.192362	1.356761	-2.075743
C	-5.586776	2.596763	-2.568775
C	-6.288083	3.472557	-1.740899
Cl	-6.798542	5.033032	-2.363568
C	-6.589854	3.123844	-0.425309
C	-6.174861	1.890459	0.068018
C	-5.976022	-1.019218	0.544783
C	-5.533337	-1.675064	1.701899
C	-6.42073	-2.411679	2.480503
C	-7.764354	-2.476305	2.113954
Cl	-8.889757	-3.39321	3.101777
C	-8.224997	-1.820775	0.973052
C	-7.328662	-1.102789	0.187229
C	-3.580832	-2.149141	-0.726171
C	-2.313872	-2.636104	-1.004436
C	1.377886	-1.687238	-1.025145
C	2.538166	-1.925897	-1.779344
C	3.751118	-1.354567	-1.430106
C	3.850167	-0.550368	-0.279695
N	5.082997	0.026432	0.087898
C	6.299022	-0.667649	-0.141021
C	7.420762	0.015877	-0.629577
C	8.622256	-0.654607	-0.837647
C	8.699008	-2.021522	-0.574388
Cl	10.209797	-2.873636	-0.846847
C	7.590872	-2.719775	-0.096514
C	6.39807		-2.039486	0.129128
C	5.122179	1.303076	0.704702
C	4.324593	2.350426	0.222949
C	4.360491	3.602746	0.82832
C	5.214524	3.81775		1.909357
Cl	5.271781	5.400412	2.667737
C	6.024071	2.791668	2.394307
C	5.96874		1.535835	1.797112
C	2.702327	-0.336398	0.500667
C	1.484438	-0.888341	0.123673
H	-0.587363	0.290298	-0.997276
H	-2.831461	1.164245	-0.496376
H	-4.659047	0.663552	-2.717233
H	-5.367031	2.875778	-3.593339
H	-7.130442	3.816337	0.210356
H	-6.394987	1.615836	1.093997
H	-4.489325	-1.608267	1.988135
H	-6.076309	-2.91889	3.37491
H	-9.270996	-1.884623	0.694415
H	-7.67653	-0.600532	-0.708955
H	-4.426234	-2.825847	-0.667886
H	-2.157807	-3.694646	-1.183062
H	2.459877	-2.559468	-2.656449
H	4.631253	-1.523744	-2.04061
H	7.348795	1.076783	-0.843578
H	9.489165	-0.124285	-1.215873
H	7.665556	-3.781237	0.112118
H	5.535538	-2.57288	0.51369
H	3.673976	2.1785		-0.627658
H	3.743381	4.412058	0.454022
H	6.679372	2.969641	3.239735
H	6.586402	0.728647	2.175765
H	2.774756	0.255466	1.406358
H	0.617013	-0.730882	0.755551

