3i
C	-6.273167	-0.726509	5.041516
C	-5.58472	-0.521065	3.714851
C	-6.101836	-1.08898	2.541212
C	-5.463362	-0.938354	1.317094
C	-4.28619	-0.183885	1.230475
N	-3.606253	-0.031831	-0.005088
C	-4.289365	0.108183	-1.240264
C	-5.480275	0.840899	-1.326011
C	-6.122125	0.980093	-2.549708
C	-5.59535	0.422081	-3.723803
C	-6.288319	0.615041	-5.049988
C	-4.403326	-0.30016	-3.6223
C	-3.758961	-0.469325	-2.398336
C	-2.197149	-0.019596	-0.004992
C	-1.492494	1.135157	-0.392
C	-2.229913	2.27992	-0.824083
N	-2.844422	3.199551	-1.182265
C	-0.078912	1.15788	-0.394133
N	0.602439	2.315669	-0.819624
C	0.339168	3.57177	-0.214973
C	-0.041328	3.639753	1.131054
C	-0.30925	4.868009	1.724846
C	-0.195954	6.066063	1.011786
C	-0.513851	7.393419	1.654308
C	0.190358	5.983296	-0.330756
C	0.443482	4.761526	-0.945645
C	1.377789	2.213449	-2.008101
C	2.637929	2.814366	-2.100784
C	3.391493	2.668939	-3.260522
C	2.922485	1.923342	-4.351121
C	3.777496	1.713908	-5.575714
C	1.645921	1.360648	-4.257093
C	0.873959	1.51145	-3.107724
C	0.64555	0.0057	-0.001592
N	2.059866	0.018307	0.001186
C	2.764911	-0.91091	-0.806543
C	2.227794	-1.338269	-2.024708
C	2.895883	-2.276092	-2.804737
C	4.131014	-2.802957	-2.415134
C	4.867758	-3.79479	-3.280498
C	4.668514	-2.356204	-1.20163
C	4.001639	-1.433152	-0.402206
C	2.744982	0.958378	0.813475
C	2.194402	1.374625	2.02992
C	2.842302	2.322073	2.814627
C	4.070646	2.870615	2.431906
C	4.783633	3.874688	3.303077
C	4.621806	2.434737	1.221083
C	3.974514	1.5017	0.416469
C	-0.059357	-1.1589	0.388863
N	0.641203	-2.303955	0.818346
C	1.404659	-2.187222	2.013115
C	0.877989	-1.496089	3.108988
C	1.63765	-1.330155	4.264453
C	2.924632	-1.866776	4.368446
C	3.765583	-1.640588	5.599776
C	3.417235	-2.602281	3.281418
C	2.675956	-2.762502	2.11572
C	0.409695	-3.563954	0.209309
C	0.032599	-3.637873	-1.137158
C	-0.207666	-4.870849	-1.733502
C	-0.064947	-6.067555	-1.023845
C	-0.287009	-7.404443	-1.686441
C	0.308069	-5.978218	0.322273
C	0.533641	-4.752525	0.939468
C	-1.472969	-1.161692	0.38312
C	-2.189942	-2.319785	0.813994
N	-2.787301	-3.250905	1.17149
C	-3.765855	0.403686	2.388078
C	-4.406269	0.223015	3.612473
H	-6.185412	-1.767172	5.379381
H	-5.839136	-0.089257	5.818466
H	-7.34363	-0.49796	4.978638
H	-7.01193	-1.681953	2.591776
H	-5.86035	-1.41273	0.426596
H	-5.885486	1.307558	-0.435138
H	-7.043048	1.556171	-2.59956
H	-7.354306	0.366588	-4.986517
H	-6.220153	1.657241	-5.387637
H	-5.842991	-0.013828	-5.827374
H	-3.975818	-0.753892	-4.51315
H	-2.848213	-1.057024	-2.33638
H	-0.122703	2.730188	1.712774
H	-0.604349	4.893959	2.771204
H	0.102657	8.198002	1.239089
H	-1.563686	7.672968	1.493877
H	-0.347081	7.364392	2.736453
H	0.277273	6.89407	-0.918417
H	0.710761	4.728562	-1.995179
H	3.018805	3.380741	-1.259912
H	4.373623	3.13254	-3.314861
H	4.442006	2.566066	-5.752847
H	4.410683	0.823504	-5.465153
H	3.165205	1.568767	-6.471867
H	1.243831	0.801557	-5.098419
H	-0.124426	1.0874	-3.058426
H	1.285406	-0.928768	-2.362843
H	2.44538	-2.600404	-3.739624
H	5.500208	-4.456712	-2.679377
H	5.521672	-3.290096	-4.004611
H	4.172537	-4.419617	-3.851079
H	5.62345	-2.751857	-0.863106
H	4.427764	-1.127584	0.545285
H	1.257732	0.947988	2.3628
H	2.381825	2.636801	3.747994
H	5.367678	3.381152	4.091652
H	4.075195	4.547788	3.798018
H	5.478325	4.487248	2.719019
H	5.57187	2.846627	0.88844
H	4.41081	1.204638	-0.529089
H	-0.128356	-1.09231	3.052059
H	1.217593	-0.779798	5.10276
H	3.143413	-1.506114	6.49077
H	4.383151	-0.738759	5.493539
H	4.444267	-2.480177	5.783117
H	4.408097	-3.045915	3.3434
H	3.074872	-3.320855	1.277869
H	-0.076427	-2.728962	-1.715429
H	-0.506428	-4.900789	-2.778662
H	0.653562	-7.828055	-2.064221
H	-0.710771	-8.131858	-0.985584
H	-0.970729	-7.319392	-2.537534
H	0.403787	-6.887443	0.91104
H	0.786482	-4.71457	1.99242
H	-2.866178	1.008127	2.325389
H	-3.986706	0.684821	4.502953

