7h
C	6.553185	-7.277297	-0.958885
C	6.395185	-6.713446	0.308042
C	5.679187	-5.528708	0.464666
C	5.10739	-4.879607	-0.641665
C	4.347782	-3.620006	-0.474845
C	4.739117	-2.653852	0.466253
C	4.02388	-1.474015	0.633305
C	2.895425	-1.213256	-0.155477
N	2.175283	0.0	0.0
C	2.895425	1.213256	0.155477
C	4.02388	1.474015	-0.633305
C	4.739117	2.653852	-0.466253
C	4.347782	3.620006	0.474845
C	5.10739	4.879607	0.641665
C	5.275675	5.457815	1.910374
C	5.989268	6.643941	2.067424
C	6.553185	7.277297	0.958885
C	6.395185	6.713446	-0.308042
C	5.679187	5.528708	-0.464665
C	3.210654	3.348003	1.253002
C	2.499963	2.162633	1.107653
C	0.767874	0.0	-0.0
C	0.051585	-1.084507	0.538933
C	-1.334356	-1.082851	0.532238
C	-2.052732	-0.0	-0.0
C	-3.523721	-0.0	-0.0
N	-4.154947	1.073719	-0.505491
C	-5.494327	1.027643	-0.485622
C	-6.235022	2.185856	-1.034289
C	-5.540828	3.289006	-1.552235
C	-6.23894	4.377118	-2.067985
C	-7.635715	4.375903	-2.07238
C	-8.332321	3.280103	-1.557821
C	-7.637484	2.190233	-1.041153
N	-6.208512	-0.0	-0.0
C	-5.494327	-1.027643	0.485622
C	-6.235022	-2.185856	1.034289
C	-5.540828	-3.289006	1.552235
C	-6.23894	-4.377118	2.067985
C	-7.635715	-4.375903	2.07238
C	-8.332321	-3.280103	1.557821
C	-7.637484	-2.190233	1.041153
N	-4.154947	-1.073719	0.505491
C	-1.334356	1.082851	-0.532238
C	0.051585	1.084507	-0.538933
C	2.499963	-2.162633	-1.107653
C	3.210654	-3.348003	-1.253002
C	5.275675	-5.457815	-1.910373
C	5.989268	-6.643941	-2.067424
H	7.110445	-8.201617	-1.081163
H	6.822369	-7.202537	1.179167
H	5.537077	-5.113039	1.457916
H	5.626323	-2.8242	1.068534
H	4.342052	-0.740369	1.366433
H	4.342052	0.740369	-1.366433
H	5.626323	2.8242	-1.068534
H	4.865079	4.957355	2.782426
H	6.113262	7.069328	3.059503
H	7.110445	8.201617	1.081163
H	6.822369	7.202537	-1.179167
H	5.537077	5.113039	-1.457916
H	2.871064	4.082469	1.976953
H	1.626672	1.970122	1.721844
H	0.593161	-1.921053	0.966043
H	-1.884011	-1.915965	0.954497
H	-4.457309	3.274717	-1.541445
H	-5.694089	5.227867	-2.467298
H	-8.17939	5.225975	-2.47534
H	-9.418629	3.275996	-1.559693
H	-8.16324	1.332562	-0.638325
H	-4.457309	-3.274717	1.541445
H	-5.694089	-5.227867	2.467298
H	-8.17939	-5.225975	2.47534
H	-9.418629	-3.275996	1.559694
H	-8.16324	-1.332562	0.638325
H	-1.884011	1.915965	-0.954498
H	0.593161	1.921053	-0.966043
H	1.626672	-1.970122	-1.721844
H	2.871064	-4.082469	-1.976953
H	4.865079	-4.957355	-2.782426
H	6.113262	-7.069328	-3.059503

