18
C	4.979905	-3.549072	0.282114
C	3.851496	-3.360619	1.082649
C	3.118353	-2.179047	1.004121
C	3.497916	-1.175369	0.102135
N	2.754894	0.032441	0.01511
C	3.452958	1.267417	-0.06336
C	4.562526	1.501232	0.760221
C	5.257534	2.704836	0.670281
C	4.847605	3.694681	-0.224985
C	3.737811	3.464203	-1.040274
C	3.048333	2.256018	-0.970969
C	1.348291	0.005339	-0.000137
C	0.657799	-1.058045	-0.607269
C	-0.728965	-1.08387	-0.613245
C	-1.477067	-0.050079	-0.028242
C	-2.936338	-0.044129	-0.021692
N	-3.660072	0.920553	0.465184
C	-5.012025	0.665296	0.342171
C	-6.038451	1.517928	0.772172
C	-7.359816	1.132518	0.582426
C	-7.673599	-0.091935	-0.030893
C	-6.669589	-0.953935	-0.466108
C	-5.34311	-0.567352	-0.275412
S	-3.871107	-1.415222	-0.70201
C	-0.781413	1.01541	        0.571858
C	0.603042	1.042128	0.592253
C	4.626318	-1.367144	-0.706523
C	5.364514	-2.54411	-0.607469
H	5.55362	        -4.468325	0.351717
H	3.546554	-4.13108	1.785229
H	2.249704	-2.025619	1.635816
H	4.872982	0.735064	1.462797
H	6.116201	2.873742	1.31401
H	5.387287	4.634828	-0.287221
H	3.413268	4.222869	-1.746868
H	2.194201	2.070754	-1.613782
H	1.217247	-1.85882	-1.077194
H	-1.233372	-1.914589	-1.098983
H	-5.780543	2.460531	1.243683
H	-8.162236	1.785812	0.912112
H	-8.713501	-0.372951	-0.168957
H	-6.915225	-1.899174	-0.93972
H	-1.354021	1.811329	1.034619
H	1.122546	1.864088	1.071887
H	4.917536	-0.589254	-1.404436
H	6.237529	-2.680397	-1.239532

