,bad,good,very_good
0,0.9047619047619048,0.9333333333333333,1.0
1,0.9047619047619048,1.0,1.0
2,1.0,0.9411764705882353,1.0
3,1.0,1.0,1.0
4,1.0,1.0,1.0
5,1.0,1.0,1.0
6,0.9047619047619048,1.0,1.0
7,1.0,1.0,1.0
8,0.8260869565217391,1.0,1.0
9,1.0,0.9411764705882353,1.0
10,1.0,1.0,1.0
11,0.9047619047619048,1.0,1.0
12,0.9,0.8235294117647058,1.0
13,1.0,1.0,1.0
14,0.8636363636363636,1.0,1.0
15,1.0,0.9411764705882353,1.0
16,0.9047619047619048,1.0,1.0
17,0.9047619047619048,0.8333333333333334,1.0
18,1.0,0.9411764705882353,1.0
19,1.0,1.0,1.0
20,0.95,1.0,1.0
21,1.0,0.9411764705882353,1.0
22,1.0,0.9411764705882353,1.0
23,1.0,1.0,1.0
24,1.0,0.9411764705882353,1.0
25,1.0,1.0,1.0
26,1.0,1.0,1.0
27,1.0,1.0,1.0
28,0.9047619047619048,0.9333333333333333,1.0
29,0.7916666666666666,0.9166666666666666,1.0
30,0.6785714285714286,0.7142857142857143,0.0
31,1.0,1.0,1.0
32,1.0,0.9411764705882353,1.0
33,1.0,0.9411764705882353,1.0
34,1.0,0.9411764705882353,1.0
35,0.7916666666666666,1.0,1.0
36,1.0,1.0,1.0
37,1.0,1.0,1.0
38,1.0,1.0,1.0
39,1.0,1.0,1.0
40,0.8636363636363636,0.875,1.0
41,1.0,0.9411764705882353,1.0
42,0.9047619047619048,1.0,1.0
43,0.9047619047619048,1.0,1.0
44,1.0,0.9411764705882353,1.0
45,1.0,1.0,1.0
46,1.0,1.0,1.0
47,0.95,1.0,1.0
48,0.95,1.0,1.0
49,0.59375,0.7777777777777778,1.0
50,0.95,1.0,1.0
51,0.7916666666666666,0.8461538461538461,1.0
52,0.95,1.0,1.0
53,1.0,1.0,1.0
54,0.7916666666666666,0.9166666666666666,1.0
55,0.8260869565217391,0.8666666666666667,1.0
56,0.9047619047619048,1.0,1.0
57,1.0,1.0,1.0
58,1.0,0.9411764705882353,1.0
59,1.0,1.0,1.0
60,0.95,1.0,1.0
61,0.95,0.9375,1.0
62,1.0,1.0,1.0
63,1.0,0.9411764705882353,1.0
64,0.95,1.0,1.0
65,1.0,0.9411764705882353,1.0
66,1.0,1.0,1.0
67,0.7916666666666666,0.8,1.0
68,0.95,1.0,1.0
69,0.95,1.0,1.0
70,1.0,1.0,1.0
71,1.0,1.0,1.0
72,0.95,1.0,1.0
73,0.8636363636363636,1.0,1.0
74,1.0,0.9411764705882353,1.0
75,0.8260869565217391,1.0,1.0
76,0.95,1.0,1.0
77,1.0,1.0,1.0
78,0.95,1.0,1.0
79,0.9047619047619048,1.0,1.0
80,0.95,0.9411764705882353,1.0
81,1.0,0.9411764705882353,1.0
82,0.95,1.0,1.0
83,1.0,0.9411764705882353,1.0
84,0.9047619047619048,1.0,1.0
85,1.0,1.0,1.0
86,0.7916666666666666,0.8,1.0
87,0.9047619047619048,1.0,1.0
88,1.0,1.0,1.0
89,1.0,1.0,1.0
90,1.0,0.9411764705882353,1.0
91,0.9047619047619048,1.0,1.0
92,0.7916666666666666,0.8571428571428571,1.0
93,1.0,1.0,1.0
94,0.9047619047619048,1.0,1.0
95,1.0,0.9411764705882353,1.0
96,1.0,0.9411764705882353,1.0
97,1.0,0.9411764705882353,1.0
98,1.0,1.0,1.0
99,0.95,0.9411764705882353,1.0
