,F1_macro
0,0.9254342431761787
1,0.9469396195202647
2,0.9808899808899808
3,1.0
4,1.0
5,1.0
6,0.9469396195202647
7,1.0
8,0.9081301839922529
9,0.9642579642579642
10,1.0
11,0.9611111111111111
12,0.8682983682983684
13,1.0
14,0.9277465082343131
15,0.9642579642579642
16,0.9469396195202647
17,0.8107843137254903
18,0.9642579642579642
19,1.0
20,0.9658119658119658
21,0.9642579642579642
22,0.9642579642579642
23,1.0
24,0.9642579642579642
25,1.0
26,1.0
27,1.0
28,0.9254342431761787
29,0.8641707130079223
30,0.491725768321513
31,1.0
32,0.9642579642579642
33,0.9642579642579642
34,0.9642579642579642
35,0.887980236817446
36,1.0
37,1.0
38,1.0
39,1.0
40,0.8430339985218035
41,0.9642579642579642
42,0.9611111111111111
43,0.9469396195202647
44,0.9642579642579642
45,1.0
46,1.0
47,0.9658119658119658
48,0.9658119658119658
49,0.5183660130718954
50,0.9807003032809485
51,0.8252249844070212
52,0.9658119658119658
53,1.0
54,0.8641707130079223
55,0.8235814364846622
56,0.9469396195202647
57,1.0
58,0.9642579642579642
59,1.0
60,0.9807003032809485
61,0.9449786324786325
62,1.0
63,0.9642579642579642
64,0.9658119658119658
65,0.9642579642579642
66,1.0
67,0.752638159539885
68,0.9658119658119658
69,0.9658119658119658
70,1.0
71,1.0
72,0.9658119658119658
73,0.9277465082343131
74,0.9642579642579642
75,0.9081301839922529
76,0.9807003032809485
77,1.0
78,0.9807003032809485
79,0.9469396195202647
80,0.9257964257964257
81,0.9642579642579642
82,0.9807003032809485
83,0.9642579642579642
84,0.9469396195202647
85,1.0
86,0.752638159539885
87,0.9469396195202647
88,1.0
89,1.0
90,0.9642579642579642
91,0.9611111111111111
92,0.8036645525017617
93,1.0
94,0.9469396195202647
95,0.9642579642579642
96,0.9642579642579642
97,0.9642579642579642
98,1.0
99,0.9257964257964257
