,bad,good,very_good
0,0.9444444444444444,0.888888888888889,0.8333333333333333
1,0.972972972972973,0.888888888888889,0.7272727272727273
2,0.9444444444444444,0.9411764705882353,1.0
3,0.972972972972973,0.9411764705882353,0.923076923076923
4,0.8888888888888888,0.8571428571428572,0.7692307692307692
5,1.0,1.0,1.0
6,0.7317073170731707,0.7222222222222223,0.0
7,1.0,1.0,1.0
8,1.0,1.0,1.0
9,0.9142857142857143,0.8648648648648648,0.8333333333333333
10,1.0,0.9696969696969697,0.923076923076923
11,1.0,0.9696969696969697,0.923076923076923
12,1.0,1.0,1.0
13,0.9444444444444444,0.9142857142857143,0.923076923076923
14,1.0,0.9696969696969697,0.923076923076923
15,0.8421052631578947,0.8333333333333334,0.6
16,1.0,1.0,1.0
17,0.9500000000000001,0.9090909090909091,0.7272727272727273
18,0.9743589743589743,0.9090909090909091,0.8333333333333333
19,0.972972972972973,0.9411764705882353,0.923076923076923
20,1.0,1.0,1.0
21,0.972972972972973,0.9142857142857143,0.8333333333333333
22,0.8888888888888888,0.8108108108108109,0.7272727272727273
23,0.972972972972973,0.9696969696969697,1.0
24,1.0,1.0,1.0
25,0.9444444444444444,0.9411764705882353,1.0
26,0.9444444444444444,0.888888888888889,0.8333333333333333
27,0.8780487804878049,0.8571428571428572,0.25
28,0.8823529411764706,0.8648648648648648,0.7692307692307692
29,1.0,1.0,1.0
30,1.0,0.9411764705882353,0.8333333333333333
31,0.9743589743589743,1.0,0.923076923076923
32,0.9444444444444444,0.9142857142857143,0.923076923076923
33,0.8717948717948718,0.8421052631578948,0.0
34,0.9,0.9090909090909091,0.7272727272727273
35,0.972972972972973,0.9411764705882353,0.923076923076923
36,1.0,1.0,1.0
37,0.8888888888888888,0.7692307692307693,0.4444444444444445
38,1.0,0.9696969696969697,0.923076923076923
39,1.0,1.0,1.0
40,0.7804878048780488,0.6111111111111112,0.0
41,0.972972972972973,0.888888888888889,0.7272727272727273
42,1.0,0.9696969696969697,0.923076923076923
43,1.0,0.9696969696969697,0.923076923076923
44,1.0,1.0,1.0
45,0.9444444444444444,0.888888888888889,0.8333333333333333
46,1.0,1.0,1.0
47,1.0,0.9411764705882353,0.8333333333333333
48,1.0,0.9696969696969697,0.923076923076923
49,0.972972972972973,0.9142857142857143,0.8333333333333333
50,0.9473684210526315,0.9090909090909091,0.923076923076923
51,1.0,0.9696969696969697,0.923076923076923
52,0.972972972972973,0.9696969696969697,1.0
53,0.9142857142857143,0.888888888888889,0.923076923076923
54,0.972972972972973,0.9142857142857143,0.8333333333333333
55,0.6818181818181819,0.6666666666666667,0.0
56,0.972972972972973,0.9411764705882353,0.923076923076923
57,0.918918918918919,0.8571428571428572,0.8333333333333333
58,0.972972972972973,0.9142857142857143,0.8333333333333333
59,1.0,1.0,1.0
60,1.0,0.9696969696969697,0.923076923076923
61,0.9473684210526315,0.9090909090909091,0.923076923076923
62,1.0,0.9696969696969697,0.923076923076923
63,0.972972972972973,0.9696969696969697,1.0
64,1.0,1.0,1.0
65,0.8235294117647058,0.8108108108108109,0.7692307692307692
66,0.972972972972973,0.9411764705882353,0.923076923076923
67,1.0,0.9696969696969697,0.923076923076923
68,1.0,0.9411764705882353,0.8333333333333333
69,1.0,0.9696969696969697,0.923076923076923
70,0.972972972972973,0.888888888888889,0.7272727272727273
71,1.0,0.9696969696969697,0.923076923076923
72,1.0,0.9696969696969697,0.923076923076923
73,0.9743589743589743,1.0,0.923076923076923
74,1.0,0.9696969696969697,0.923076923076923
75,1.0,1.0,1.0
76,1.0,0.9696969696969697,0.923076923076923
77,0.972972972972973,0.888888888888889,0.7272727272727273
78,0.8571428571428572,0.8333333333333334,0.923076923076923
79,0.7317073170731707,0.7777777777777777,0.0
80,0.918918918918919,0.8571428571428572,0.8333333333333333
81,0.8823529411764706,0.8421052631578948,0.8333333333333333
82,1.0,0.9411764705882353,0.8333333333333333
83,1.0,1.0,1.0
84,0.972972972972973,0.9142857142857143,0.8333333333333333
85,1.0,1.0,1.0
86,0.8372093023255814,0.7272727272727272,0.25
87,0.918918918918919,0.8333333333333334,0.7272727272727273
88,1.0,0.9411764705882353,0.8333333333333333
89,1.0,1.0,1.0
90,0.9743589743589743,0.8823529411764706,0.7272727272727273
91,1.0,0.9696969696969697,0.923076923076923
92,0.9743589743589743,0.9375,0.923076923076923
93,1.0,1.0,1.0
94,1.0,0.9696969696969697,0.923076923076923
95,0.8947368421052632,0.8648648648648648,0.4444444444444445
96,1.0,0.9411764705882353,0.8333333333333333
97,1.0,0.9696969696969697,0.923076923076923
98,1.0,1.0,1.0
99,1.0,0.9696969696969697,0.923076923076923
