,bad,good,very_good
0,0.8947368421052632,1.0,0.7142857142857143
1,0.9473684210526315,1.0,0.5714285714285714
2,0.8947368421052632,1.0,1.0
3,0.9473684210526315,1.0,0.8571428571428571
4,0.8421052631578947,0.9375,0.7142857142857143
5,1.0,1.0,1.0
6,0.7894736842105263,0.8125,0.0
7,1.0,1.0,1.0
8,1.0,1.0,1.0
9,0.8421052631578947,1.0,0.7142857142857143
10,1.0,1.0,0.8571428571428571
11,1.0,1.0,0.8571428571428571
12,1.0,1.0,1.0
13,0.8947368421052632,1.0,0.8571428571428571
14,1.0,1.0,0.8571428571428571
15,0.8421052631578947,0.9375,0.42857142857142855
16,1.0,1.0,1.0
17,1.0,0.9375,0.5714285714285714
18,1.0,0.9375,0.7142857142857143
19,0.9473684210526315,1.0,0.8571428571428571
20,1.0,1.0,1.0
21,0.9473684210526315,1.0,0.7142857142857143
22,0.8421052631578947,0.9375,0.5714285714285714
23,0.9473684210526315,1.0,1.0
24,1.0,1.0,1.0
25,0.8947368421052632,1.0,1.0
26,0.8947368421052632,1.0,0.7142857142857143
27,0.9473684210526315,0.9375,0.14285714285714285
28,0.7894736842105263,1.0,0.7142857142857143
29,1.0,1.0,1.0
30,1.0,1.0,0.7142857142857143
31,1.0,1.0,0.8571428571428571
32,0.8947368421052632,1.0,0.8571428571428571
33,0.8947368421052632,1.0,0.0
34,0.9473684210526315,0.9375,0.5714285714285714
35,0.9473684210526315,1.0,0.8571428571428571
36,1.0,1.0,1.0
37,0.8421052631578947,0.9375,0.2857142857142857
38,1.0,1.0,0.8571428571428571
39,1.0,1.0,1.0
40,0.8421052631578947,0.6875,0.0
41,0.9473684210526315,1.0,0.5714285714285714
42,1.0,1.0,0.8571428571428571
43,1.0,1.0,0.8571428571428571
44,1.0,1.0,1.0
45,0.8947368421052632,1.0,0.7142857142857143
46,1.0,1.0,1.0
47,1.0,1.0,0.7142857142857143
48,1.0,1.0,0.8571428571428571
49,0.9473684210526315,1.0,0.7142857142857143
50,0.9473684210526315,0.9375,0.8571428571428571
51,1.0,1.0,0.8571428571428571
52,0.9473684210526315,1.0,1.0
53,0.8421052631578947,1.0,0.8571428571428571
54,0.9473684210526315,1.0,0.7142857142857143
55,0.7894736842105263,0.6875,0.0
56,0.9473684210526315,1.0,0.8571428571428571
57,0.8947368421052632,0.9375,0.7142857142857143
58,0.9473684210526315,1.0,0.7142857142857143
59,1.0,1.0,1.0
60,1.0,1.0,0.8571428571428571
61,0.9473684210526315,0.9375,0.8571428571428571
62,1.0,1.0,0.8571428571428571
63,0.9473684210526315,1.0,1.0
64,1.0,1.0,1.0
65,0.7368421052631579,0.9375,0.7142857142857143
66,0.9473684210526315,1.0,0.8571428571428571
67,1.0,1.0,0.8571428571428571
68,1.0,1.0,0.7142857142857143
69,1.0,1.0,0.8571428571428571
70,0.9473684210526315,1.0,0.5714285714285714
71,1.0,1.0,0.8571428571428571
72,1.0,1.0,0.8571428571428571
73,1.0,1.0,0.8571428571428571
74,1.0,1.0,0.8571428571428571
75,1.0,1.0,1.0
76,1.0,1.0,0.8571428571428571
77,0.9473684210526315,1.0,0.5714285714285714
78,0.7894736842105263,0.9375,0.8571428571428571
79,0.7894736842105263,0.875,0.0
80,0.8947368421052632,0.9375,0.7142857142857143
81,0.7894736842105263,1.0,0.7142857142857143
82,1.0,1.0,0.7142857142857143
83,1.0,1.0,1.0
84,0.9473684210526315,1.0,0.7142857142857143
85,1.0,1.0,1.0
86,0.9473684210526315,0.75,0.14285714285714285
87,0.8947368421052632,0.9375,0.5714285714285714
88,1.0,1.0,0.7142857142857143
89,1.0,1.0,1.0
90,1.0,0.9375,0.5714285714285714
91,1.0,1.0,0.8571428571428571
92,1.0,0.9375,0.8571428571428571
93,1.0,1.0,1.0
94,1.0,1.0,0.8571428571428571
95,0.8947368421052632,1.0,0.2857142857142857
96,1.0,1.0,0.7142857142857143
97,1.0,1.0,0.8571428571428571
98,1.0,1.0,1.0
99,1.0,1.0,0.8571428571428571
