6b
N	0.287327	3.12196	-2.514736
C	0.20091	2.267916	-1.730162
C	0.095629	1.15992	-0.834963
C	1.276275	0.486605	-0.457474
N	2.524837	1.057437	-0.761089
C	3.444457	0.341899	-1.570266
C	4.821171	0.421323	-1.322776
C	5.709599	-0.297193	-2.117401
C	5.241166	-1.112132	-3.151347
C	3.871144	-1.181107	-3.401997
C	2.976892	-0.443498	-2.628958
C	2.777711	2.402876	-0.369692
C	3.484276	3.272583	-1.208362
C	3.703047	4.590239	-0.816087
C	3.20513	5.064039	0.398861
C	2.490542	4.198349	1.227052
C	2.285375	2.872946	0.854052
C	1.174629	-0.748857	0.220287
N	2.322602	-1.484208	0.582074
C	2.45019	-2.832066	0.152622
C	1.911704	-3.2249	-1.080335
C	2.002676	-4.550158	-1.495779
C	2.64329	-5.500617	-0.700884
C	3.178655	-5.108508	0.52677
C	3.076426	-3.789753	0.960665
C	3.22728	-0.902492	1.507822
C	2.741127	-0.102679	2.548876
C	3.625993	0.511709	3.432919
C	5.000296	0.310543	3.308599
C	5.482344	-0.512926	2.287959
C	4.607709	-1.111155	1.385583
C	-0.110677	-1.223728	0.550256
C	-0.235754	-2.424735	1.31932
N	-0.349805	-3.386085	1.962284
C	-1.290066	-0.517024	0.236169
N	-2.543605	-1.042518	0.653062
C	-3.179563	-2.029377	-0.136239
C	-4.545901	-2.291604	0.047441
C	-5.194923	-3.223115	-0.754337
C	-4.5076	-3.904308	-1.761401
C	-3.151747	-3.642056	-1.946983
C	-2.48702	-2.71812	-1.143031
C	-2.940804	-0.798055	2.002733
C	-3.010535	0.515982	2.478157
C	-3.358359	0.761551	3.805983
C	-3.66075	-0.296065	4.663434
C	-3.599831	-1.606886	4.184156
C	-3.231605	-1.86266	2.865976
C	-1.191258	0.714143	-0.437113
N	-2.307633	1.52402	-0.681047
C	-3.484315	0.96971	-1.263624
C	-3.380854	0.177798	-2.409459
C	-4.527208	-0.368953	-2.983429
C	-5.780282	-0.10865	-2.432493
C	-5.88165	0.694096	-1.293102
C	-4.740169	1.227389	-0.702581
C	-2.256474	2.908459	-0.354704
C	-1.494847	3.35165	0.736348
C	-1.422721	4.71009	1.03314
C	-2.126199	5.640296	0.268893
C	-2.895541	5.195314	-0.807937
C	-2.9564	3.842281	-1.128226
H	5.179619	1.032386	-0.503156
H	6.77511	-0.232683	-1.915283
H	5.938369	-1.68134	-3.758497
H	3.493625	-1.799639	-4.210901
H	1.913875	-0.464298	-2.845957
H	3.839067	2.919466	-2.169634
H	4.246371	5.257007	-1.479361
H	3.368675	6.096088	0.693625
H	2.101221	4.549018	2.178863
H	1.751507	2.19668	1.510145
H	1.425442	-2.490531	-1.710431
H	1.576472	-4.836038	-2.453391
H	2.717237	-6.532846	-1.028886
H	3.662834	-5.839273	1.168313
H	3.463647	-3.503559	1.931362
H	1.670016	0.027937	2.665357
H	3.23493	1.137706	4.229786
H	5.688778	0.7845	4.001493
H	6.550746	-0.678905	2.181288
H	4.982335	-1.728442	0.578193
H	-5.095758	-1.744592	0.803545
H	-6.255231	-3.403786	-0.600215
H	-5.020691	-4.628514	-2.386822
H	-2.594507	-4.165288	-2.719317
H	-1.430968	-2.536765	-1.303316
H	-2.804492	1.340409	1.808646
H	-3.406847	1.787006	4.161936
H	-3.939601	-0.103164	5.695184
H	-3.818703	-2.440091	4.845868
H	-3.151139	-2.88002	2.50168
H	-2.402784	-0.008356	-2.840918
H	-4.435975	-1.001694	-3.860463
H	-6.672391	-0.535537	-2.880366
H	-6.85389	0.89271	-0.851138
H	-4.810014	1.835716	0.192588
H	-0.945043	2.636679	1.338367
H	-0.814359	5.037424	1.871179
H	-2.071141	6.698709	0.50392
H	-3.437774	5.909162	-1.421304
H	-3.530161	3.504544	-1.983417

