RDKit_0,RDKit_1,RDKit_2,RDKit_3,RDKit_4,RDKit_5,RDKit_6,RDKit_7
5.0263091607920245,2.3024615866780205,-4.09815814054339,2.6450941953184905,2.1655713010737707,0.8104135506737172,-1.8361628998686226,1.6980444921283824
14.340614583738297,-3.1907890339664533,-6.166707278955739,-2.3637337698415646,-4.922238592975451,3.059226824454161,3.4112245287824075,0.5408991411749858
7.739329568728988,1.0672912269237915,-4.5270426573719424,1.044420011585503,0.47365563387353826,1.4355406187329847,-0.4713016520578909,1.292434590803712
9.297673940432578,1.4983165856046843,-0.9021808398514273,2.6041477135411073,5.683587141908703,2.2311686589814137,5.946085461427365,-0.2945659909619971
11.557461501253096,16.313292274122343,4.146564143715417,-3.2248729871464223,-5.143811196625454,-1.9530165468716292,-0.6147550427082948,-0.9660395932007515
19.94416201188793,-1.0005741857586823,-6.741505489503987,6.159966380966724,1.201443372361061,-1.7540119594620922,-3.6210221120949058,-4.630444040504945
4.39233059186169,-1.7091994410428994,2.6967099795589755,-0.7539519114101472,2.49611670027805,-2.5991691332170204,-3.730917333623637,0.45218968478699495
13.821200747523992,-7.442311591362242,-0.23711942342189846,-5.8216315234938785,-4.56002518787354,-0.35801841146654106,1.4307468594585389,-1.0401566836305993
7.219411090626213,-3.294538094140658,1.392755572084914,-2.56542609111594,0.7740546424408413,-1.9351382569164342,-2.5098224516502157,-0.0964572465946464
6.866989136746394,-1.8602263255012663,8.44109728166419,-4.871738757469852,1.671221414063053,6.058050434555479,-5.860409522973118,7.348034766288981
7.746773894832757,-0.23430965521030894,7.644806103776332,-2.2272687300935674,5.96886303076562,-2.9153260407462143,6.1288579694564405,1.8508036280861981
8.6903983204025,-2.698612739577991,5.965817758715556,-0.9007491057344963,5.853405171609902,-1.1129733704099962,3.9538605234190474,-1.4604782506725875
0.6070961886433222,2.679452668698572,-2.678885254978015,1.4828019029600081,2.762003365292622,1.4637335048339866,0.02884728030111125,2.2250718824803477
7.85496223139832,-1.7547369279658045,-4.468131135586175,-2.506042317099337,-2.9164775338157343,3.166276842097377,4.017383960536802,1.4227131565385311
5.568633821820387,13.313423762959388,3.379110326714602,-3.217946126399306,-3.2117511101370613,-0.46963883978288196,0.8409848887782656,-0.02340399399360507
5.040986466334267,2.0451569519645565,-4.2541624994758696,2.5490076720067467,1.9866634631601332,0.9853665992339654,-1.9053510226145023,1.7345107864918812
4.387730503732731,-1.8781882314915883,2.779902415225824,-0.8004251531164553,2.3722147152380018,-2.493319429807098,-3.768765342603407,0.5187577247511173
5.0563049802417375,2.2585705714015343,-4.159354287659895,2.613753774889438,2.1660965323905343,0.7207572298494183,-1.7970595347818712,1.7508139260921827
4.336475420027449,-1.6122232850026288,3.017107058123223,-0.5989148445460565,2.516760567199053,-2.7324274400469726,-3.7359254121166763,0.5248828766307684
-6.8672165942537395,2.762713965589052,-3.7812493694869156,1.4976151346580877,0.319535393382273,-0.49715591841890994,0.9035402273710416,0.16657310060609185
-3.981473374216979,0.6859180314896476,-3.6058675549787838,-0.36999997652007627,-2.253291171843095,0.4923762979088674,2.191882740266828,0.15847778025684506
-6.516228323139918,1.4426059035566694,-1.808416953200017,0.5430428060858777,0.5509566232183634,-1.743228949433809,-0.009999300349208887,-0.1708363325405644
-3.8047948705888532,-0.4611654052916811,-2.0082319460151883,-1.0234629306267033,-2.136223796384222,-0.7934343899707988,1.4867691355786468,-0.20909948773427522
-5.787832898062914,1.7170109823510558,-0.34946793594820397,0.5254444488758777,1.635229159612114,-1.480077266756366,2.51359232929007,-0.20467209034545608
-5.447256719883261,1.1940595011536872,-0.58113077672835,0.6362894305058358,2.2105413680603516,-0.9126995692880963,3.0216452951547685,-1.5481342826747082
-5.024071543953262,6.075455941851302,0.7494030385631162,-1.3829854039357434,-2.1387174452032376,-2.276539842325719,0.17366123452110824,-1.7950434737891339
-2.579167256548566,0.21885361125832556,-2.2130220587021894,1.155192085011444,-0.015524639915438884,-2.60464647891986,-0.5206183934117874,-1.3849925503607894
