,bad,good,very_good
0,1.0,0.8125,0.42857142857142855
1,1.0,0.875,0.2857142857142857
2,0.8421052631578947,0.875,0.5714285714285714
3,0.7894736842105263,0.875,0.7142857142857143
4,0.8421052631578947,0.9375,0.8571428571428571
5,1.0,1.0,1.0
6,0.6842105263157895,0.9375,0.2857142857142857
7,0.7368421052631579,0.9375,0.2857142857142857
8,0.9473684210526315,0.8125,0.5714285714285714
9,0.6842105263157895,1.0,0.0
10,1.0,0.8125,0.7142857142857143
11,0.8421052631578947,0.75,0.5714285714285714
12,1.0,1.0,1.0
13,1.0,1.0,1.0
14,1.0,1.0,1.0
15,0.8947368421052632,0.75,0.5714285714285714
16,0.9473684210526315,0.875,0.42857142857142855
17,1.0,0.8125,0.42857142857142855
18,1.0,0.9375,0.5714285714285714
19,0.8421052631578947,0.8125,0.42857142857142855
20,1.0,1.0,1.0
21,1.0,0.9375,0.7142857142857143
22,0.7894736842105263,0.9375,0.42857142857142855
23,0.6842105263157895,1.0,0.8571428571428571
24,1.0,1.0,0.42857142857142855
25,1.0,0.75,0.8571428571428571
26,1.0,0.875,0.42857142857142855
27,0.7894736842105263,0.875,0.5714285714285714
28,0.7894736842105263,0.9375,0.42857142857142855
29,1.0,1.0,1.0
30,0.8421052631578947,1.0,0.5714285714285714
31,0.7894736842105263,0.8125,0.5714285714285714
32,0.6842105263157895,0.8125,0.5714285714285714
33,0.7368421052631579,0.875,0.2857142857142857
34,0.8421052631578947,0.9375,0.0
35,0.9473684210526315,0.8125,0.8571428571428571
36,0.9473684210526315,0.9375,0.42857142857142855
37,1.0,0.8125,0.42857142857142855
38,0.9473684210526315,0.9375,0.2857142857142857
39,0.8421052631578947,0.8125,0.2857142857142857
40,0.7894736842105263,0.8125,0.2857142857142857
41,0.8947368421052632,0.875,0.2857142857142857
42,0.7894736842105263,0.875,0.2857142857142857
43,1.0,0.8125,0.8571428571428571
44,1.0,0.9375,0.42857142857142855
45,0.9473684210526315,0.8125,0.42857142857142855
46,0.7368421052631579,0.8125,0.7142857142857143
47,0.8421052631578947,0.9375,0.14285714285714285
48,0.7894736842105263,0.8125,0.5714285714285714
49,0.7368421052631579,0.875,0.2857142857142857
50,1.0,1.0,1.0
51,1.0,0.75,0.5714285714285714
52,0.9473684210526315,0.875,0.42857142857142855
53,0.6842105263157895,0.75,0.8571428571428571
54,1.0,1.0,1.0
55,0.8947368421052632,0.8125,0.5714285714285714
56,1.0,0.8125,0.5714285714285714
57,0.8421052631578947,0.8125,0.7142857142857143
58,0.8421052631578947,0.6875,0.7142857142857143
59,0.8421052631578947,0.9375,0.5714285714285714
60,0.8421052631578947,0.875,0.8571428571428571
61,1.0,0.875,0.42857142857142855
62,0.7368421052631579,0.875,0.2857142857142857
63,1.0,0.8125,0.7142857142857143
64,0.8947368421052632,0.9375,0.7142857142857143
65,0.7894736842105263,0.8125,0.7142857142857143
66,1.0,0.75,0.5714285714285714
67,0.7368421052631579,0.9375,0.2857142857142857
68,1.0,0.9375,0.42857142857142855
69,0.7894736842105263,0.875,0.2857142857142857
70,0.8421052631578947,0.875,0.5714285714285714
71,1.0,1.0,1.0
72,0.6842105263157895,0.8125,0.5714285714285714
73,1.0,0.75,0.5714285714285714
74,1.0,0.8125,0.5714285714285714
75,0.8421052631578947,0.875,0.5714285714285714
76,1.0,1.0,1.0
77,0.7894736842105263,0.875,0.42857142857142855
78,1.0,1.0,1.0
79,0.8421052631578947,0.875,0.5714285714285714
80,0.7894736842105263,0.875,0.2857142857142857
81,0.8947368421052632,0.875,0.7142857142857143
82,0.8421052631578947,0.875,0.5714285714285714
83,1.0,1.0,1.0
84,1.0,0.875,0.42857142857142855
85,1.0,1.0,1.0
86,0.8421052631578947,0.6875,0.5714285714285714
87,0.8421052631578947,0.875,0.2857142857142857
88,1.0,0.9375,0.42857142857142855
89,1.0,0.75,0.7142857142857143
90,0.8421052631578947,0.9375,0.42857142857142855
91,0.8947368421052632,0.9375,0.7142857142857143
92,0.7894736842105263,0.75,0.5714285714285714
93,1.0,0.9375,0.5714285714285714
94,0.8421052631578947,0.875,0.5714285714285714
95,0.8947368421052632,0.9375,0.14285714285714285
96,0.8421052631578947,0.9375,0.5714285714285714
97,0.7368421052631579,1.0,0.0
98,0.7894736842105263,0.9375,0.2857142857142857
99,1.0,0.9375,0.5714285714285714
