,bad,good,very_good
0,0.9047619047619047,0.8125,0.6
1,0.9268292682926829,0.823529411764706,0.4444444444444445
2,0.8205128205128205,0.823529411764706,0.7272727272727273
3,0.8571428571428572,0.7999999999999999,0.7142857142857143
4,0.9142857142857143,0.8571428571428572,0.8571428571428571
5,1.0,1.0,1.0
6,0.742857142857143,0.75,0.4444444444444445
7,0.7567567567567567,0.7894736842105263,0.4444444444444445
8,0.8780487804878049,0.8125,0.7272727272727273
9,0.8125000000000001,0.7111111111111111,0.0
10,0.9268292682926829,0.8387096774193549,0.8333333333333333
11,0.8205128205128205,0.7272727272727272,0.6666666666666666
12,1.0,1.0,1.0
13,1.0,1.0,1.0
14,1.0,1.0,1.0
15,0.8500000000000001,0.75,0.6666666666666666
16,0.8780487804878049,0.8484848484848485,0.6
17,0.9047619047619047,0.8125,0.6
18,0.9500000000000001,0.9090909090909091,0.7272727272727273
19,0.8648648648648649,0.7222222222222223,0.5454545454545454
20,1.0,1.0,1.0
21,0.9500000000000001,0.9375,0.8333333333333333
22,0.8823529411764706,0.7692307692307693,0.5454545454545454
23,0.7878787878787878,0.8421052631578948,0.923076923076923
24,1.0,0.888888888888889,0.6
25,0.9047619047619047,0.8275862068965517,0.923076923076923
26,0.9500000000000001,0.823529411764706,0.6
27,0.8571428571428572,0.7567567567567567,0.6666666666666666
28,0.8108108108108109,0.8108108108108109,0.6
29,1.0,1.0,1.0
30,0.9142857142857143,0.8421052631578948,0.7272727272727273
31,0.8333333333333333,0.7222222222222223,0.6666666666666666
32,0.7647058823529413,0.7027027027027026,0.6153846153846153
33,0.8235294117647058,0.7000000000000001,0.4
34,0.8888888888888888,0.7317073170731707,0.0
35,0.9230769230769231,0.8387096774193549,0.8571428571428571
36,0.9,0.8823529411764706,0.6
37,0.9268292682926829,0.787878787878788,0.6
38,0.9,0.8571428571428572,0.4444444444444445
39,0.7804878048780488,0.7647058823529411,0.4444444444444445
40,0.8333333333333333,0.6842105263157896,0.4
41,0.8717948717948718,0.7999999999999999,0.4
42,0.8108108108108109,0.7368421052631579,0.4444444444444445
43,0.9268292682926829,0.8666666666666666,0.923076923076923
44,0.9743589743589743,0.8571428571428572,0.6
45,0.8571428571428571,0.8125,0.6
46,0.7999999999999999,0.742857142857143,0.7142857142857143
47,0.8205128205128205,0.8108108108108109,0.25
48,0.8571428571428572,0.742857142857143,0.5714285714285714
49,0.8235294117647058,0.717948717948718,0.36363636363636365
50,1.0,1.0,1.0
51,0.8837209302325582,0.7999999999999999,0.7272727272727273
52,0.8780487804878049,0.8484848484848485,0.6
53,0.742857142857143,0.7058823529411765,0.7999999999999999
54,1.0,1.0,1.0
55,0.8500000000000001,0.8387096774193549,0.6153846153846153
56,0.9047619047619047,0.8387096774193549,0.7272727272727273
57,0.8648648648648649,0.787878787878788,0.7142857142857143
58,0.8205128205128205,0.7096774193548386,0.7142857142857143
59,0.8421052631578947,0.8823529411764706,0.6666666666666666
60,0.8648648648648649,0.823529411764706,0.923076923076923
61,0.9500000000000001,0.823529411764706,0.6
62,0.7567567567567567,0.7567567567567567,0.4
63,0.9047619047619047,0.8666666666666666,0.8333333333333333
64,0.9444444444444444,0.8571428571428572,0.7692307692307692
65,0.8333333333333333,0.7647058823529411,0.7142857142857143
66,0.8837209302325582,0.7999999999999999,0.7272727272727273
67,0.7777777777777778,0.7692307692307693,0.4444444444444445
68,0.9500000000000001,0.8823529411764706,0.6
69,0.8571428571428572,0.717948717948718,0.4
70,0.8888888888888888,0.7999999999999999,0.6153846153846153
71,1.0,1.0,1.0
72,0.742857142857143,0.7027027027027026,0.6666666666666666
73,0.9047619047619047,0.7741935483870969,0.7272727272727273
74,0.9268292682926829,0.8387096774193549,0.6666666666666666
75,0.8421052631578947,0.7999999999999999,0.7272727272727273
76,1.0,1.0,1.0
77,0.8333333333333333,0.7567567567567567,0.5454545454545454
78,1.0,1.0,1.0
79,0.8205128205128205,0.823529411764706,0.7272727272727273
80,0.8333333333333333,0.7368421052631579,0.4
81,0.8717948717948718,0.8484848484848485,0.8333333333333333
82,0.8205128205128205,0.823529411764706,0.7272727272727273
83,1.0,1.0,1.0
84,0.9500000000000001,0.823529411764706,0.6
85,1.0,1.0,1.0
86,0.8205128205128205,0.6875,0.6153846153846153
87,0.8205128205128205,0.7777777777777777,0.4444444444444445
88,0.9500000000000001,0.8823529411764706,0.6
89,0.9047619047619047,0.7999999999999999,0.8333333333333333
90,0.8648648648648649,0.8108108108108109,0.6
91,0.8947368421052632,0.8823529411764706,0.8333333333333333
92,0.8108108108108109,0.6857142857142857,0.6666666666666666
93,0.9500000000000001,0.9090909090909091,0.7272727272727273
94,0.8888888888888888,0.7777777777777777,0.6666666666666666
95,0.8500000000000001,0.8333333333333334,0.25
96,0.9142857142857143,0.8333333333333334,0.6153846153846153
97,0.8235294117647058,0.7441860465116279,0.0
98,0.8571428571428572,0.7692307692307693,0.4
99,0.9743589743589743,0.8823529411764706,0.7272727272727273
